x1,x2,y
-10.502702969165965,-10.687753914727807,3.0
-9.806657528135302,-9.312215573998577,3.0
7.54553361906075,10.339366868284692,0.0
-10.173318164314484,-10.339527212581931,3.0
-6.145869060632106,-3.253660913926476,4.0
-5.099392349302462,6.75113321972302,2.0
-1.3224927014906434,8.321964117264908,2.0
-5.53543445681498,-2.469624603173629,4.0
-6.028033453998742,-2.2031425615256666,4.0
-9.18004120370175,-9.086938136136123,3.0
-7.3271703002024875,-3.0470545662770334,4.0
5.310285685946301,8.829460136389145,0.0
-5.510699782316814,-1.8956611574103834,4.0
-9.405370702638573,-10.00151959743261,3.0
-6.383706678166642,-3.4256790159509514,4.0
-3.6904703697441645,6.248386818283283,2.0
7.088543165618626,10.614270984875175,0.0
-8.790381075398189,-10.051458992855851,3.0
-4.7382033681529565,8.365222537354903,2.0
-9.301874847671938,-9.755030200048164,3.0
-9.651941532446745,-12.347229351269535,3.0
-5.036592125979167,-2.3551378081184966,4.0
-10.317276673668475,-8.652129413071151,3.0
-9.53153214395209,-11.413726231543412,3.0
-9.145650607495293,-10.084733295848912,3.0
7.309098144977971,8.379844472098585,0.0
5.732666864824031,7.28690395830767,0.0
-6.437653164869956,-2.715188016468833,4.0
-8.992958659714844,-10.371539619126771,3.0
-6.990878492999073,-2.554067515097014,4.0
6.61102616359244,9.647916413491366,0.0
-4.592127297860927,-5.667598851345676,1.0
-3.9482863721272903,-2.6435844227373906,4.0
-5.671216213715838,-3.87169240733298,4.0
4.5528701367175675,8.238463971598096,0.0
-8.755553032101751,-10.595910833391214,3.0
-5.264304292973105,-7.073870790427764,1.0
-2.9441978140247524,7.554230713064822,2.0
-5.561021605796421,-1.1055673640056267,4.0
-4.70480051340215,-5.064801839988353,1.0
-9.150039979579692,-8.435844857479264,3.0
-5.538939774612653,-6.233736740055871,1.0
-6.409108790996962,-7.366484675715757,1.0
-5.424994241797142,-6.746383309289526,1.0
-8.85855360152425,-10.095352561998421,3.0
-4.28870381428387,-3.8262105834384075,4.0
-10.775521857753604,-11.006872703855835,3.0
-7.885060849181755,-10.05804374340658,3.0
-10.429182276145724,-9.810677631867206,3.0
-10.73527721969483,-10.493017216289845,3.0
-4.7204669312713055,-5.910407876789261,1.0
-9.34256120283989,-9.483310565404611,3.0
-6.59836044142023,-2.7883727243548027,4.0
-4.328614405155242,7.317550549067987,2.0
-10.14923401065652,-9.175405848507475,3.0
-3.5959658311990106,-7.424005095326734,1.0
-4.447486990790784,-7.691509933923135,1.0
-3.6118330550279314,-4.240601023335749,1.0
-6.804280459493577,-2.33032781139906,4.0
-6.609483797468015,-1.1391201655957794,4.0
-4.865406140704346,-5.798205494649246,1.0
-4.1553446975148685,-5.255936629409234,1.0
-6.258080206752546,-3.5753598487793656,4.0
-7.507062186664349,-2.2186459934022955,4.0
-4.355921156951375,-8.00394608529145,1.0
-5.422313367938043,-4.747678194208021,1.0
-9.954165335469222,-10.009100761113112,3.0
-5.145766348093003,-7.222358668605671,1.0
-2.39973189223388,8.057959307123527,2.0
-4.388232017600349,-0.8564867870628949,4.0
-9.942420351727517,-9.31761472190316,3.0
-9.228807560623638,-8.657090423655378,3.0
-3.8136485928721786,7.298588231218712,2.0
7.121485191036904,10.143077024412703,0.0
6.637289305692227,9.455137372213356,0.0
-4.001871618879965,-7.260180288575377,1.0
-5.41976266622055,-2.6852216961982496,4.0
-2.169771081827527,8.965743954875604,2.0
-9.5210560119185,-10.944319045200078,3.0
-6.682843386337343,-2.631596290861539,4.0
7.027431342611024,7.507315404201988,0.0
-8.520387603885457,-10.608078834044562,3.0
