x1,x2,y
4.907614374526523,7.3976684442981675,3.0
3.2835225974801934,4.354425413688134,2.0
0.43034130337290366,-9.055602790101211,1.0
7.077879752736522,3.8789513616599987,2.0
1.209618260357546,-7.75871979463744,1.0
0.871820091224735,-6.818667523892142,1.0
4.924888725064634,1.2778704720470517,2.0
-3.2424321931895395,9.412032007120633,0.0
1.3748093724554382,-7.756053967506385,1.0
0.0016220549067624823,10.404804111406001,0.0
-1.2395152487099947,9.580303543114269,0.0
-1.6631559557790283,9.864337190957151,0.0
-1.4219296257220795,9.026403835874671,0.0
0.430977592217056,10.235201806917992,0.0
5.915137961474983,3.489764076289459,2.0
-1.6883918375873925,7.983930046010171,0.0
7.537506234308577,3.471942348363373,2.0
0.05655852572128425,-8.37724041780006,1.0
-1.1004069352816548,8.100034416144792,0.0
-1.8058442474830856,8.226555436131964,0.0
-1.4711022253731285,-9.4255270511755,1.0
4.748816340268741,9.974515422464835,3.0
0.038688183377465046,9.58035247615006,0.0
4.171315240259108,4.479830126490042,2.0
6.325671860025064,2.251445007822336,2.0
-1.5876195412397904,9.567102947676373,0.0
4.945811556296122,5.623675146715803,2.0
-0.9835979770048889,9.83847529259314,0.0
5.23566952331926,7.319184075916159,3.0
5.429891324851338,3.3923703009543242,2.0
0.09920243029126063,-7.439451792740489,1.0
5.748504671447508,2.970252582922576,2.0
0.8196101384898732,-8.762978477333041,1.0
-1.655696951740397,10.667455235322242,0.0
4.681592312872063,2.1861936881705555,2.0
6.718591537402413,9.333303098875998,3.0
4.6899584142568855,5.960046380792585,2.0
-0.03147596511297018,-7.757564187928545,1.0
4.944198652571421,4.004121281697017,2.0
-0.02258177645474424,-7.595967115479535,1.0
-0.32882627594964375,-6.803432425918021,1.0
0.7429326479090564,-8.790866254197624,1.0
0.767199594272402,-7.931572343517305,1.0
-0.07947162352964487,8.45772084139686,0.0
-0.3787806980054005,-6.534871986952023,1.0
0.5683810986092976,-8.356722360322102,1.0
4.820416697352941,2.6386922571649567,2.0
0.4430903801339791,-7.6711637150697625,1.0
0.08527603485334559,-5.560328033999301,1.0
4.381163568079863,8.32120200372934,3.0
-2.054789168400576,10.213470631145707,0.0
-3.014878807214153,9.580912301548336,0.0
3.5284249407026325,4.2278733756328535,2.0
-0.8697993648836722,8.87624294839578,0.0
0.484041610587351,-9.070942427486516,1.0
4.276238447966103,3.3808945522066236,2.0
-2.01611557707876,9.901059212753186,0.0
-0.6492410855149967,9.865906257635448,0.0
5.157106939837284,2.503579958742128,2.0
0.36409447835934594,-6.986866891616893,1.0
5.140610899021446,8.916590925304124,3.0
-0.5282487509931587,-7.617419064414233,1.0
4.686800859536468,4.044515469804126,2.0
0.04321400475389087,-8.549166357411895,1.0
-0.16742597460659947,-7.572621575301135,1.0
4.040787245727792,5.67443070710238,2.0
0.23762625698332024,-6.74205684206978,1.0
4.866965769424834,7.267044201781831,3.0
-2.926334855365363,10.070247980018875,0.0
5.886517010946868,7.7474895123067355,3.0
4.205907689042462,8.632203122384492,3.0
4.321662006774128,10.58882666292707,3.0
5.598578856627914,3.2748239418085605,2.0
6.350910586006672,9.758148220367218,3.0
5.977753682087358,9.37165615114663,3.0
6.78850113398973,8.621368201321316,3.0
-0.13842186102242438,-8.52826475472554,1.0
-0.8236801622592504,9.437254580434299,0.0
5.117799060185207,2.725525451814257,2.0
-0.38608783380077705,-8.241265919691681,1.0
4.83362645051021,2.630792367464537,2.0
0.30516831903923586,-8.11556258107005,1.0
-0.5565595215673879,-9.320756466837274,1.0
6.291736665690401,10.612642981646168,3.0
6.273967040685541,8.528051274716722,3.0
4.224886385352011,4.380764751579608,2.0
-3.3946697806075465,10.350351151872207,0.0
3.575414317270819,3.3551950993387023,2.0
-1.1373820685966893,8.977521635964052,0.0
4.363661917020471,8.842026757961845,3.0
5.082721016238712,3.350850265223339,2.0
4.770285804749021,4.101988433034682,2.0
-1.120125430507304,9.270673364497487,0.0
4.9648501911706315,9.385998073335102,3.0
5.610239942988958,7.935228447997114,3.0
